year,state_name,state_abbr,agency_id,agency_ori,agency_name,agency_population,population_group_code,population_group,reported,months_reported,nibrs_reported,nibrs_months_reported,covered,participated,nibrs_participated
2013,Pennsylvania,PA,16830,PA0460100,Abington Township,55559,3,"Cities from 50,000 thru 99,000",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15651,PA0010000,Adams,0,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16584,PA0361500,Adamstown,1845,7,"Cities under 2,500",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16051,PA0103300,"Adams Township, Butler County",12582,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16095,PA0115200,"Adams Township, Cambria County",5868,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16585,PA0361600,Akron,3918,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16422,PA0250800,Albion,1499,7,"Cities under 2,500",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16683,PA0391400,Alburtis,2390,7,"Cities under 2,500",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16395,PA0234000,Aldan,4150,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15693,PA0020N00,Aleppo Township,1918,7,"Cities under 2,500",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15829,PA0040100,Aliquippa,9323,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15671,PA0020000,Allegheny,0,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15726,PA0022000,Allegheny County District Attorney Criminal Investigation Division,0,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15721,PA0021J00,Allegheny County Housing Authority,0,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15734,PA0022800,Allegheny County Police Department,0,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15737,PA0022D00,Allegheny County Port Authority,0,9D,"MSA counties under 10,000",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16097,PA0115400,Allegheny Township,2845,6,"Cities from 2,500 thru 9,999",0,0,0,0,1,1,0
2013,Pennsylvania,PA,15951,PA0070700,"Allegheny Township, Blair County",6726,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,17229,PA0652800,"Allegheny Township, Westmoreland County",8332,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16670,PA0390100,Allentown,119277,2,"Cities from 100,000 thru 249,000",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15945,PA0070100,Altoona,46103,4,"Cities from 25,000 thru 49,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15961,PA007A19P,Altoona Hospital,0,7,"Cities under 2,500",0,0,0,0,1,1,0
2013,Pennsylvania,PA,16831,PA0460200,Ambler,6514,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15830,PA0040200,Ambridge,6963,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15933,PA0065000,Amity Township,12744,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16644,PA0380100,Annville Township,4852,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,17085,PA0581200,Apolacon Township,502,7,"Cities under 2,500",0,0,0,0,1,1,0
2013,Pennsylvania,PA,15806,PA0030100,Apollo,1616,7,"Cities under 2,500",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16540,PA0350500,Archbald,7111,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16807,PA0440600,Armagh Township,3854,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15805,PA0030000,Armstrong,0,9D,"MSA counties under 10,000",0,0,0,0,1,1,0
2013,Pennsylvania,PA,17216,PA0651400,Arnold,5076,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16998,PA0541200,Ashland,2778,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16706,PA0401500,Ashley,2776,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16098,PA0115500,Ashville,223,7,"Cities under 2,500",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15755,PA0024800,Aspinwall,2796,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16357,PA0230100,Aston Township,16873,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16166,PA0151800,Atglen,1412,7,"Cities under 2,500",0,0,0,0,0,0,0
2013,Pennsylvania,PA,15966,PA0080100,Athens,3356,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15972,PA0080800,Athens Township,5243,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,17023,PA0543900,Auburn,730,7,"Cities under 2,500",0,0,0,0,1,1,0
2013,Pennsylvania,PA,16981,PA0530600,Austin,569,7,"Cities under 2,500",0,6,0,0,0,0,0
2013,Pennsylvania,PA,15735,PA0022900,Avalon,4692,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16235,PA0180300,Avis,1521,7,"Cities under 2,500",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16707,PA0401600,Avoca,2665,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,16167,PA0151900,Avondale,1431,7,"Cities under 2,500",1,12,0,0,0,1,0
2013,Pennsylvania,PA,17230,PA0652900,Avonmore Boro,992,7,"Cities under 2,500",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15836,PA0040800,Baden,4090,6,"Cities from 2,500 thru 9,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15672,PA0020100,Baldwin Borough,19810,5,"Cities from 10,000 thru 24,999",1,12,0,0,0,1,0
2013,Pennsylvania,PA,15681,PA0020A00,Baldwin Township,1984,7,"Cities under 2,500",1,12,0,0,0,1,0
